year,state,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc
2016,New York,Oswego County,36075,119376,98481,24597,80890,33998,25937,766,646,114117,565,4694,119376,59855,59521,112337,1148,3124,625,85,2057,249,27777,36072,68109,8831,6364,53559,4003,93222,4566,51267,63543,27000,36475.760905973366,30000,39017.27530106069
2016,New York,Queens County,36081,2334050,1909117,476092,1662500,585260,479221,486954,459854,2305019,15638,13393,2334050,1133852,1200198,578830,397641,654260,585229,4674,58781,310301,476875,798509,982156,353277,200108,1147376,76562,1882465,229374,959782,1144894,35000,45275.48455892558,35000,47165.739773925365
2016,New York,Rensselaer County,36083,160329,131934,31908,110015,44493,35170,3297,2995,154208,1494,4627,160329,78997,81332,134165,9390,7642,3648,60,4382,2305,34536,40871,79954,22680,16824,83946,4163,125828,7653,57045,95631,40000,44419.8950120032,40000,48531.83822886103
2016,New York,Richmond County,36085,475834,382540,104946,329758,130003,102080,36540,34789,469456,3774,2604,475834,231461,244373,292322,45746,87622,40254,180,7846,21679,102189,147501,216216,70929,41188,211775,12570,376478,18981,158503,298350,46000,58281.68408919626,50000,61640.646065522895
2016,New York,Rockland County,36087,326897,247473,90689,205524,107302,68309,33849,29359,320145,2112,4640,326897,158958,167939,203397,36341,57309,20047,46,5522,37743,92491,121410,116736,48588,40163,146786,9172,240745,21895,132937,172065,35000,60355.86782964986,40000,64703.77353488949
2016,New York,St. Lawrence County,36089,110435,90376,22471,72415,34541,25587,3187,3027,97686,4110,8639,0,55437,54998,100836,2856,3656,1201,389,1420,563,27849,31108,61330,8617,9380,41429,5087,77900,5727,48975,55733,27000,37352.42715851377,30000,40857.95994195593
2016,New York,Saratoga County,36091,226979,186626,46876,161055,58809,54286,6038,5107,222997,1506,2476,226979,113953,113026,205987,2245,7104,7704,272,3667,431,45855,58249,101689,37811,29230,118163,3681,182804,10417,66959,149603,40000,53894.363726085634,43900,58388.88361676283
2016,New York,Schenectady County,36093,154336,124432,33617,105463,43260,34552,4688,4085,149958,1499,2879,154336,73943,80393,113349,14134,10608,6772,170,4560,6888,33681,46606,73170,21237,13323,72819,6030,120072,6303,63688,84345,30000,40840.98977158171,33000,43818.995807823754
2016,New York,Suffolk County,36103,1492514,1210513,322618,1032123,418830,339356,113562,105795,1463742,11958,16814,1492514,734752,757762,1014130,106028,284017,58213,1389,21064,96657,333918,430775,677546,212224,171969,742195,43240,1183474,81660,478142,932712,40000,59530.582289831065,45000,63261.91708437891
2008,North Carolina,Alamance County,37001,148014,116478,35345,98387,44153,27462,8568,8001,144918,935,2161,148014,71000,77014,98978,27502,17425,1418,106,2129,13734,31809,59117,69561,14372,4964,75739,4076,113382,24894,41980,81140,27905.000000000004,36240.67740402914,29802.54,38418.68896126047
2008,North Carolina,Catawba County,37035,157088,122227,39290,104974,45937,28863,9746,7176,154862,1157,1069,157088,77347,79741,123478,12247,13827,4470,50,2781,6801,36091,62351,71402,16065,7270,76533,5840,120128,23707,42664,90717,30137.4,39387.46596217256,32369.800000000003,42744.05429813022
2008,North Carolina,Cumberland County,37051,312731,237028,86149,187424,109624,41076,7264,6519,293434,1914,17383,312731,152515,160216,162861,109593,17764,6879,1957,12967,7059,74759,107348,161680,28632,15071,155858,9349,217944,30714,92981,189036,30807.120000000003,39185.58096742188,33486,43480.88800131095
2008,North Carolina,Davidson County,37057,158109,125252,36671,110711,41915,30241,5401,4709,156158,1951,0,158109,78024,80085,129591,15241,9534,1907,943,893,5494,31190,64985,75357,14130,3637,74916,6736,123301,23362,47360,87387,31253.600000000002,35474.115822060965,33486,38420.28709721826
2008,North Carolina,Forsyth County,37067,342979,267463,84562,225687,101852,61706,19919,17226,333082,3355,6542,342979,165335,177644,210146,85808,34978,4858,1007,3764,26334,80161,119023,148223,52707,23026,165288,11582,257566,51642,90988,200349,31253.600000000002,42444.92494444736,33486,45527.2660765129
2008,North Carolina,Guilford County,37081,472267,372138,112718,309444,143162,82817,26454,23031,458748,3595,9924,472267,227644,244623,270889,145366,31548,14948,1835,6089,16611,109116,158478,209961,73084,30744,234698,17190,358619,69685,113408,289174,30137.4,42691.87548845916,32146.56,45422.33509262062
2008,North Carolina,Mecklenburg County,37119,890441,680249,233665,576776,268723,117099,82535,73680,874416,5273,10752,890441,437738,452703,486549,254751,90837,38908,2357,13621,34571,212576,306126,333951,176086,74278,477613,32750,664352,136423,171024,582994,35718.4,52206.71548710844,38843.76,55678.00348629667
2008,North Carolina,Pitt County,37147,156019,122577,37082,95028,54429,21352,4168,3658,150221,1075,4723,156019,74308,81711,93021,51304,7486,1648,62,2498,2788,44471,53198,73790,18348,10683,80117,6122,116779,25150,41875,88994,24556.4,33209.904374526064,27905.000000000004,36081.99358373435
2008,North Carolina,Randolph County,37151,141211,110250,34327,94881,39379,27607,8996,8521,139780,1431,0,141211,69939,71272,114324,8792,16258,401,150,1286,11266,28471,62751,65610,9813,3037,72478,4080,108819,26504,41907,72800,27905.000000000004,36819.80326961063,29021.2,39217.81465728132
2008,North Carolina,Rowan County,37159,139116,108105,33513,94648,39221,27724,4838,4097,135425,2288,1403,139116,68578,70538,104309,22517,8915,509,208,959,3652,31123,55553,67116,12742,3705,63921,5364,104414,22458,44169,72489,28686.340000000004,36422.48915951074,30137.4,39552.41806025111
2008,North Carolina,Wayne County,37191,113665,86840,30376,73224,35530,19096,3357,3114,108412,3769,1484,113665,55037,58628,67182,36270,7274,964,231,1196,4021,25299,45202,54579,10331,3553,51704,4140,81587,17670,36632,59363,26788.800000000003,32223.985514451066,28797.960000000003,35993.78585855557
2012,North Carolina,Alamance County,37001,154643,123443,35104,103040,47285,31785,9728,9328,149726,1130,3787,154643,72645,81998,103122,26551,17988,2818,505,3550,9241,34658,55070,77000,15731,6842,72221,5844,118526,29278,50144,75221,26125,37053.12325925036,29050.999999999996,39283.9218320519
2012,North Carolina,Catawba County,37035,154253,121948,35611,105581,42422,33588,7304,7030,151933,1476,844,154253,73905,80348,119204,13989,13084,5856,380,1375,2341,33747,55821,76041,14362,8029,72518,5864,119653,24800,52286,77167,26125,36104.51228866134,29259.999999999996,38933.03374462645
2012,North Carolina,Cumberland County,37051,325115,249181,85254,197285,112310,47002,8650,7748,313961,2103,9051,325115,159056,166059,149467,115134,33252,7793,4600,13366,7396,76704,109116,170670,29903,15426,144351,19755,238148,45314,98576,181225,29259.999999999996,35016.45059852865,31349.999999999996,38399.31277896521
2012,North Carolina,Davidson County,37057,163083,129441,38238,112985,44413,35619,6299,6024,161385,1494,204,163083,79237,83846,133536,15155,10475,1654,176,2087,142,36736,63003,77752,16978,5350,67728,12492,127862,20225,59936,82922,30304.999999999996,36479.091919869024,31349.999999999996,39079.65521328297
2012,North Carolina,Forsyth County,37067,358079,282557,85619,236584,109047,70284,22896,20266,348149,3302,6628,358079,170261,187818,208823,92521,44224,6613,399,5425,8329,81850,126412,150087,53650,27930,156443,22059,272739,60995,112605,184479,28214.999999999996,41962.42486390136,30304.999999999996,44635.788723936894
2012,North Carolina,Guilford County,37081,500638,398713,115587,328078,153877,92335,36662,30782,485617,3459,11562,500638,240738,259900,263933,163478,36973,22037,1906,9328,15463,117245,163826,221873,79699,35240,234651,24928,383927,81640,140047,278951,27692.499999999996,39502.97572256864,30304.999999999996,42411.49203890476
2012,North Carolina,Mecklenburg County,37119,969794,749726,242550,635192,292744,133830,92851,85650,953056,5559,11179,969794,467056,502738,480861,290849,121792,49325,2728,23135,32642,228136,319923,374565,189532,85774,488728,53859,733223,164984,237654,567156,31349.999999999996,48307.25522044058,32917.5,51304.73178325577
2012,North Carolina,Pitt County,37147,172723,140695,38024,101110,65456,27452,6963,6221,166005,1148,5570,172723,80506,92217,98198,57579,9939,2868,296,3635,1064,54356,52401,90485,18984,10853,84016,12565,134027,31424,49051,92248,23826,31603.88333797485,26125,33323.00103428536
2012,North Carolina,Randolph County,37151,142245,111151,34278,96470,40379,30995,7250,7202,141047,1012,186,142245,68477,73768,115022,7178,15294,1616,556,2252,1610,32504,56709,72116,10053,3367,62219,7890,109974,23511,51575,67159,29259.999999999996,34184.938080775486,31349.999999999996,36468.3605675888
2012,North Carolina,Rowan County,37159,138313,110521,31623,93786,40425,29995,3443,3159,133847,2465,2001,138313,68075,70238,101155,20477,10756,1532,155,3284,3116,30590,51515,71116,11105,4577,56252,7680,106090,24562,52568,61183,27169.999999999996,32716.96122347793,29368.679999999997,35131.97885648177
2012,North Carolina,Wayne County,37191,124146,97350,30247,82478,37451,24196,9705,7990,121393,1802,951,124146,62343,61803,67577,38863,12779,1549,193,2906,11768,27712,47858,62938,8506,4844,53053,8637,94597,21594,47867,54685,22990,31424.781573631568,25080,33912.33316959813
2016,North Carolina,Alamance County,37001,160066,128923,35620,107412,48287,36781,9677,9425,155152,1019,3895,160066,77159,82907,103065,30081,20186,2758,611,3345,10293,37815,52392,80787,18569,8318,78392,3660,124116,19767,59087,81212,28000,35742.90936065325,30000,38524.507902760415
2016,North Carolina,Catawba County,37035,156512,126341,35280,108787,42411,36186,7189,6419,153949,1582,981,156512,77688,78824,119185,13259,14807,6537,550,2034,11046,33178,53171,79985,16766,6590,71788,6777,123806,15628,57259,83625,30000,39294.57205449097,32000,43004.33356835293
2016,North Carolina,Cumberland County,37051,327172,253543,82614,204664,106606,53719,7541,7142,316044,2387,8741,327172,161058,166114,142773,120215,37208,8541,3925,13549,7816,74259,106968,165471,35711,19022,146071,14277,242506,29882,126586,170704,26500,33650.858257640386,28004,37331.472744266575
2016,North Carolina,Davidson County,37057,164895,132779,37022,114798,45310,38217,4385,4260,162932,1806,157,164895,78940,85955,132753,12775,11566,2564,47,5032,3956,33522,58642,86192,14842,5219,74864,5904,130926,21085,61190,82620,27000,34723.750314292214,29500,36949.34557775889
2016,North Carolina,Forsyth County,37067,371261,293269,87458,247661,109794,79088,16670,15540,361280,2325,7656,371261,176194,195067,211263,95107,47263,8125,532,7267,7494,84838,118773,164032,56963,31493,171285,9504,283288,41246,125640,204375,29000,41969.82635830451,30000,45358.59865297441
2016,North Carolina,Guilford County,37081,521521,415689,118335,347864,156221,104918,30822,25766,502775,3830,14916,521521,245569,275952,266857,174180,40907,26163,1471,10673,14135,123823,167192,225336,86917,42076,246746,16594,397045,46695,186204,288622,28200,41812.47047047786,30000,44874.289167707
2016,North Carolina,Mecklenburg County,37119,1054174,828021,254502,705087,305930,166700,95787,87358,1039767,4915,9492,1054174,505908,548266,499876,327358,136728,60758,1251,24026,57851,244562,335038,392788,220412,105936,550354,29866,813753,118651,271262,664261,35000,54091.68540695711,37000,56738.5000726106
2016,North Carolina,Pitt County,37147,177591,142963,38707,106216,65143,29643,4204,4095,170832,1158,5601,177591,83692,93899,97534,61389,10949,3688,141,3820,1816,50449,51691,87157,24508,14235,82613,7253,136264,17413,53132,107046,30000,40653.74643474503,30000,42960.0849394987
2016,North Carolina,Randolph County,37151,143086,114817,32828,99348,38384,33041,6758,6468,141881,1060,145,143086,70468,72618,114040,9239,15931,1763,302,1811,8312,28410,52031,72611,13225,5219,66175,3189,113652,19276,55311,68499,28800,34610.087758030684,30000,37259.204892924165
2016,North Carolina,Rowan County,37159,139909,112696,31499,95245,39893,33209,6131,5911,135573,2341,1995,139909,68964,70945,101511,21900,11670,1125,635,2673,5246,29961,46108,75756,14096,3949,59730,5127,108373,15866,56377,67666,26000,34197.76279805461,30000,37035.1190148861
2016,North Carolina,Wayne County,37191,124609,98025,29860,82850,35929,27679,8206,7377,121282,1760,1567,124609,61176,63433,66854,38142,14278,2070,137,3128,705,26564,45685,63016,10226,5682,51970,4002,94698,16727,51124,56758,26000,38796.441720946175,28000,42840.79396640384
2008,North Dakota,Cass County,38017,139863,113747,30535,87867,47156,20725,5000,3241,131758,843,7262,139863,71110,68753,127767,1786,4147,1844,3488,831,2053,37702,36367,71120,25377,6999,81576,3441,105642,12608,25419,101836,29021.2,38871.947015535276,32369.800000000003,41067.25435125162
2012,North Dakota,Cass County,38017,156398,125114,33650,97572,54775,23521,4680,2847,151586,1186,3626,156398,80365,76033,140096,5448,3644,2866,1144,2901,490,40448,39845,72919,30886,12748,90974,4341,120302,18554,32243,105601,34485,50157.712304222034,36575,54205.51763664002
2016,North Dakota,Cass County,38017,175117,139392,38861,111246,54990,28675,6784,5886,170094,757,4266,175117,90554,84563,150541,10047,2793,3636,1769,6287,599,38624,44586,80726,36664,13141,103721,5917,134578,11364,42118,121635,31200,41461.29420468133,35000,44141.35607188019
2008,Ohio,Ashtabula County,39007,100619,81398,22081,71250,25463,21313,1520,1520,97571,3048,0,100619,48744,51875,92097,3227,3222,752,0,994,616,19265,34923,55186,7499,3011,44465,4645,78350,9211,39461,51947,23551.820000000003,32862.03537847435,27905.000000000004,35232.07728105911
2008,Ohio,Butler County,39017,360895,279051,91126,230392,115351,59861,9128,8112,348920,3093,8882,360895,176899,183996,311501,23852,10433,7652,97,6259,3510,94811,125299,175946,41392,18258,174829,10666,267076,36711,92069,232115,32369.800000000003,41165.34032168647,34602.200000000004,44412.474977786325
2008,Ohio,Columbiana County,39029,107899,88258,22283,76891,26577,23237,162,162,104568,3331,0,107899,53751,54148,102326,3639,686,105,148,534,832,18847,36305,59259,9390,2945,52633,3802,84927,16404,33811,57684,25672.600000000002,32159.672014028703,27905.000000000004,34683.53939319811
2008,Ohio,Cuyahoga County,39035,1284118,1022797,299294,871793,371311,261989,39502,34318,1254853,13545,15720,1284118,609098,675020,811295,368794,54699,31607,1990,14218,7716,297128,439460,583778,166690,94190,609696,59887,993688,147178,403720,733220,31253.600000000002,43858.99349912389,33486,47126.13376986114
2008,Ohio,Delaware County,39041,165105,126567,42762,109026,49569,19754,3592,3523,163527,724,854,165105,81273,83832,145127,5736,3575,6003,257,3369,1656,40578,48768,60574,36913,18850,93954,4141,124989,10601,18806,135698,44648,64913.217965493335,47326.880000000005,68732.38105729313
2008,Ohio,Fairfield County,39045,142098,112227,33566,95342,41822,24045,2396,2050,138790,2625,683,142098,71343,70755,127832,9463,1190,1471,70,2072,692,31506,43126,75836,16465,6671,72453,4767,108919,17648,32909,91541,31923.320000000003,43089.88649711291,34747.306000000004,46423.813464609426
2008,Ohio,Franklin County,39049,1128612,871089,288942,724232,351636,160148,58770,48837,1106569,6841,15202,1128612,554176,574436,798702,216327,41286,43972,2581,24368,11482,278484,383680,473225,178854,92853,580315,36760,849046,138789,259988,729835,35160.3,45269.93085943468,36946.22,48389.79474987211
2008,Ohio,Greene County,39057,159211,127155,36218,101894,51558,28786,2204,2099,149944,1168,8099,159211,77133,82078,139913,9683,1449,3708,372,4057,166,43300,46177,77679,20451,14904,80550,5187,117888,10202,40865,108144,32146.56,43994.19271282069,33486,48765.6465013076
2008,Ohio,Hamilton County,39061,851155,668821,208908,558652,255990,155967,20839,17627,832760,12674,5721,851155,408888,442267,598933,203022,18772,17260,1056,10881,6177,207084,299085,369889,116979,65202,418204,30427,650426,107594,215126,528435,33039.520000000004,45396.134242930544,34378.96,48877.80070371066
2008,Ohio,Licking County,39089,157644,123636,38937,104086,47984,29385,1315,1258,153704,1568,2372,157644,77336,80308,147060,3491,2239,1500,164,2807,383,36011,52212,81403,16105,7924,75237,5962,119696,19163,40300,98181,30249.02,39845.90151728536,33486,42364.05402352982
